Identifier	Character	Dialogue	Filename	Line Number
ending_c0705ac7	u	You can also go through these example chatrooms a few times and compare it with the code.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	457
ending_73a25d2c	u	I've put a lot of work into this program, so any feedback is welcome!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	459
ending_8eb58479	u	If you decide you'd like to use it somewhere,	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	460
ending_f34baaab	u	you must include credit and a link back to my GitHub in your project.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	461
ending_b60d3770	u	Feel free to contact me if you have any questions.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	462
ending_25ff40b4	u	I hope you find this program helpful.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	463
ending_fccdf2c7	u	Good luck!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	464
test_call_0ffc641e	r_phone	Hello?	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	474
test_call_11fdb519	extend		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	476
test_call_9ed82a25	m	Ray, it's me.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	479
test_call_2267ec62	r_phone	Oh! It's nice to hear from you, [name].	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	480
test_call_45a943b0	m	Hello? Can you hear me?	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	483
test_call_088d5091	r_phone	Yes! [name], right? It's nice to hear from you.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	484
test_call_ad1c401c	r_phone	Looks like you figured out the phone call function, huh?	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
test_call_c5a6b25d	r_phone	This is a test call for the program. It's always available on Tutorial Day.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
test_call_3e277705	r_phone	That means you'll never hear my voicemail message, but you can try calling the other characters to hear their voicemail.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
test_call_71ca24ed	r_phone	Usually, phone calls will timeout two chatrooms after it's first 'activated'.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
test_call_85e763f5	r_phone	That means you won't be able to phone that character anymore to get that conversation. So be sure to call the characters often!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
test_call_f010f7da	r_phone	You can find much more explanation on this feature and more in the User Guide.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
test_call_1c5e7e16	r_phone	It was nice talking with you! Have a great day~	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	486
example_chat_expired_79b526ab	u	Oh, [name]'s not here.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	515
example_chat_expired_3a9e9aa3	u	It looks like you let this chatroom expire, huh?	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	516
example_chat_expired_cf9876c7	u	When you're running the game in real-time, sometimes chatrooms will expire.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	517
example_chat_expired_4f6d3c54	u	You can always buy them back, though, by clicking the icon next to the expired chatroom.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	518
example_chat_expired_c6f8c824	u	It doesn't even cost anything!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	519
example_chat_expired_502f5567	u	You can also use the \"Continue...\" button at the bottom of the timeline screen,	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	520
example_chat_expired_6ac5ce70	u	which lets you buy the next 24 hours of chatrooms in advance.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	521
example_chat_expired_4dbd8a31	u	That way you can be sure you're not missing any chatrooms!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	522
example_chat_expired_816948c1	u	(Or if you're just tired of waiting...)	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	523
example_chat_expired_54e81900	u	You can switch real-time mode off from the Developer settings on the chat home screen.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	524
example_chat_expired_a5fca08d	u	Anyway, you'll need to buy this chatroom back to go through the tutorial!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	525
example_chat_expired_f10fc54b	u	Give it a shot ^^	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	526
example_chat_expired_d6e60c77	u	I'll see you soon!	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	527
bubbles_c99e3e1b	ju	That's all from us.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	542
bubbles_805a963b	ju	Note that currently you can only use the bubbles associated with the speaking character	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	543
bubbles_97e6d5b8	ju	For example, Assistant Kang cannot use my Elizabeth the 3rd bubble.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	544
bubbles_723e120e	ju	I must excuse myself.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	545
bubbles_b189f16d	ja	I'll be leaving too. Best of luck with the program.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	547
jaehee_emoji_d7243f71	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	591
jaehee_emoji_60d24f8a	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	592
jaehee_emoji_d2f0e149	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	593
jaehee_emoji_279e7dce	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	594
jaehee_emoji_12580cbe	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	595
jaehee_emoji_60364563	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	596
jaehee_emoji_cb898b7f	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	597
jaehee_emoji_7c89f958	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	598
jaehee_emoji_74b44091	ja		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	599
jumin_emoji_f3d28ac0	ju		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	606
jumin_emoji_9c729578	ju		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	607
jumin_emoji_439364c1	ju		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	608
jumin_emoji_894022b8	ju		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	609
ray_emoji_65810a81	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	616
ray_emoji_c1d69693	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	617
ray_emoji_a375db9d	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	618
ray_emoji_f5e72c0d	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	619
ray_emoji_a0b6bf76	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	620
ray_emoji_cf7bce0d	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	621
ray_emoji_b17b8aa9	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	622
saeran2_emoji_9ac9222f	s	These saeran_sweater emotes were edited by Manami from saeran-sexual.tumblr.com, used with permission.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	628
saeran2_emoji_ab751b97	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	629
saeran2_emoji_571e7149	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	630
saeran2_emoji_17a11b67	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	631
saeran2_emoji_733ff208	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	632
saeran2_emoji_3749bc7e	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	633
saeran2_emoji_cf46ba4b	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	634
saeran2_emoji_9bf712ed	r		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	635
saeran_emoji_d3a55ad6	sa		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	641
saeran_emoji_f1ec1c61	sa		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	642
saeran_emoji_4c4ed9a8	sa		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	643
saeran_emoji_16fcbedf	sa		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	644
seven_emoji_87e5730b	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	651
seven_emoji_c213b389	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	652
seven_emoji_cf5b57d5	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	653
seven_emoji_f4cd57e0	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	654
seven_emoji_a7a57fab	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	655
seven_emoji_520573e9	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	656
seven_emoji_ac328b1a	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	657
seven_emoji_80fb56cb	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	658
seven_emoji_4be2ed75	s		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	659
rika_emoji_58443fe3	s	These rika_emotes were created by Sakekobomb on Tumblr, used with permission.	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	665
rika_emoji_a75ae810	ri		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	666
rika_emoji_602a6105	ri		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	667
rika_emoji_76037a0c	ri		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	668
v_emoji_97fe073b	v		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	674
v_emoji_2d28f1e6	v		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	675
v_emoji_abe1db7a	v		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	676
v_emoji_04743a57	v		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	677
yoosung_emoji_38ddda15	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	683
yoosung_emoji_dacb4e0e	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	684
yoosung_emoji_1c5b8d8d	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	685
yoosung_emoji_d6b3150f	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	686
yoosung_emoji_bf987664	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	687
yoosung_emoji_f020c427	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	688
yoosung_emoji_d0ed17eb	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	689
yoosung_emoji_2056cbdf	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	690
yoosung_emoji_f75df2ce	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	691
yoosung_emoji_460d31a4	y		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	692
zen_emoji_5da74344	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	698
zen_emoji_d90300d6	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	699
zen_emoji_777a9c36	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	700
zen_emoji_bdc0136e	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	701
zen_emoji_3884423f	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	702
zen_emoji_3d8eb4e7	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	703
zen_emoji_70fa4fa5	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	704
zen_emoji_6832d206	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	705
zen_emoji_2c4cd385	z		game/tutorial_day_scripts/tutorial_1_chatroom.rpy	706
cloud_s_c31716c1	z	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	714
cloud_s_bb3edc64	ju	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	715
cloud_s_bfa8e017	ja	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	716
cloud_s_31f68ce1	s	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	717
cloud_s_714d4049	r	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	718
cloud_s_657cc775	sa	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	719
cloud_s_867fb613	v	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	720
cloud_s_61a2ef45	y	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	721
sigh_s_c67b9c7a	z	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	728
sigh_s_09027c8a	ju	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	729
sigh_s_7278a336	ja	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	730
sigh_s_812abed1	s	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	731
sigh_s_ea23db04	r	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	732
sigh_s_e3dcc722	v	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	733
sigh_s_cd2ba039	y	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	734
round_s_c3a1695f	z	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	741
round_s_6ae2f42a	ju	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	742
round_s_04e1378d	ja	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	743
round_s_80aafa44	s	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	744
round_s_4cfce7b9	r	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	745
round_s_60a5a2d8	s	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	746
round_s_2e286178	v	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	747
round_s_f8ecff4f	y	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	748
square_s_baa4e397	z	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	755
square_s_ea288c24	ju	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	756
square_s_87dd1eb0	ja	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	757
square_s_79090e4a	r	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	758
square_s_29253728	r	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	759
square_s_190d4bc4	sa	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	760
square_s_9b4b35d3	v	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	761
square_s_a6810e05	y	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	762
spike_s_519832f8	z	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	769
spike_s_e5dc233a	ju	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	770
spike_s_1bbd2226	ja	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	771
spike_s_60f99dbe	s	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	772
spike_s_05ef18f7	y	Some small text	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	773
cloud_m_8e4bd8ee	z	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	782
cloud_m_d3f747ea	ju	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	783
cloud_m_d023344c	ja	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	784
cloud_m_f67e4007	s	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	785
cloud_m_8b7dad5f	r	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	786
cloud_m_51d093d1	sa	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	787
cloud_m_8c01f11f	v	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	788
cloud_m_f69eae3e	y	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	789
sigh_m_40f16d94	z	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	796
sigh_m_ebf50b1e	ju	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	797
sigh_m_13309cf2	ja	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	798
sigh_m_6f4f402f	s	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	799
sigh_m_a24bec11	r	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	800
sigh_m_8def7d5c	v	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	801
sigh_m_595b483c	y	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	802
round_m_85a21115	z	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	809
round_m_94a4f567	ju	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	810
round_m_7816367c	ja	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	811
round_m_8416801a	s	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	812
round_m_97493961	r	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	813
round_m_a8f70944	s	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	814
round_m_fb9b1308	v	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	815
round_m_95423ec0	y	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	816
square_m_24172b4e	z	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	823
square_m_5cc4a5dc	ju	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	824
square_m_1ff720ec	ja	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	825
square_m_399b074e	r	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	826
square_m_6fd9296c	r	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	827
square_m_92d3dd2d	sa	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	828
square_m_5739e290	v	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	829
square_m_2a26e9f7	y	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	830
spike_m_2b74a9c7	z	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	837
spike_m_4394854d	ju	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	838
spike_m_7793464c	ja	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	839
spike_m_dbd362cb	s	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	840
spike_m_837079d7	y	Longer text because this is a medium-sized bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	841
cloud_l_5d6755cd	z	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	850
cloud_l_e8f1b74d	ju	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	851
cloud_l_fad3b15d	ja	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	852
cloud_l_0d4e2d4c	s	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	853
cloud_l_03433460	r	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	854
cloud_l_f4e32958	sa	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	855
cloud_l_08e323ad	v	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	856
cloud_l_6b158b8a	y	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	857
sigh_l_d555ddb5	z	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	864
sigh_l_2b83cbe5	ju	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	865
sigh_l_f8146f85	ja	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	866
sigh_l_e7aa851d	s	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	867
sigh_l_333e42cc	r	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	868
sigh_l_4828e7d9	v	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	869
sigh_l_b77e2119	y	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	870
round_l_f32b28bd	z	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	877
round_l_c3009c4b	ju	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	878
round_l_69007956	ja	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	879
round_l_b28763d4	s	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	880
round_l_8fd74805	r	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	881
round_l_00d0bcc6	s	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	882
round_l_87f8c31e	v	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	883
round_l_8f81e553	y	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	884
square_l_4189f854	z	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	891
square_l_db71a190	ju	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	892
square_l_62238a6f	ja	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	893
square_l_8cf297e7	r	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	894
square_l_e4008fcf	r	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	895
square_l_86b94ad6	sa	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	896
square_l_d70a4e97	v	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	897
square_l_59823f51	y	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	898
spike_l_1bd43e40	z	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	905
spike_l_5bae56b4	ju	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	906
spike_l_e3801d89	ja	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	907
spike_l_cde1c22a	s	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	908
spike_l_ad4e3685	y	Longest text since this is a large bubble and as such should wrap text so it doesn't overflow from the bubble	game/tutorial_day_scripts/tutorial_1_chatroom.rpy	909
example_email_0f08db2b	z	Hey, [name], I had an idea for a guest we should invite.	game/tutorial_day_scripts/tutorial_2_emails.rpy	7
example_email_5602fc55	z	Can we invite zentherainbowunicorn?	game/tutorial_day_scripts/tutorial_2_emails.rpy	8
example_email_551c50f8	m	That sounds great!	game/tutorial_day_scripts/tutorial_2_emails.rpy	15
example_email_787f8706	z	Great! I'll tell her to send you a message.	game/tutorial_day_scripts/tutorial_2_emails.rpy	17
example_email_c6c788ee	m	I'll pass.	game/tutorial_day_scripts/tutorial_2_emails.rpy	20
example_email_d3e4f6e4	z	Oh, okay. No problem!	game/tutorial_day_scripts/tutorial_2_emails.rpy	21
example_email_e6b96e6a	m	I'd like to deliver my email replies more quickly.	game/tutorial_day_scripts/tutorial_2_emails.rpy	27
example_email_89ee4f65	z	Sure, I can take care of that.	game/tutorial_day_scripts/tutorial_2_emails.rpy	28
example_email_11be43f4	z	So what this does is decreases both the timeout countdown by 5,	game/tutorial_day_scripts/tutorial_2_emails.rpy	32
example_email_6a2b9b1a	z	And also decreases the number of chatrooms you need to go through to deliver the next email by 5.	game/tutorial_day_scripts/tutorial_2_emails.rpy	33
example_email_c6a5665d	z	They'll decrease by an additional 1 when you exit this chatroom.	game/tutorial_day_scripts/tutorial_2_emails.rpy	34
example_email_3159bbf0	z	In other words, guests will reply to you more quickly!	game/tutorial_day_scripts/tutorial_2_emails.rpy	35
example_email_af9f144f	z	If you ever want to learn about inviting guests in the game,	game/tutorial_day_scripts/tutorial_2_emails.rpy	36
example_email_19888f4b	z	there's a whole section on emails in the User Guide.	game/tutorial_day_scripts/tutorial_2_emails.rpy	37
example_email_f9eb8813	z	You can also look at tutorial_2_emails.rpy	game/tutorial_day_scripts/tutorial_2_emails.rpy	38
example_email_fa4bb247	z	It shows how this invitation works,	game/tutorial_day_scripts/tutorial_2_emails.rpy	39
example_email_204ab1d0	z	and has a template to invite other people.	game/tutorial_day_scripts/tutorial_2_emails.rpy	40
example_email_682d61c6	z	Anyway, enjoy~!	game/tutorial_day_scripts/tutorial_2_emails.rpy	41
example_email_expired_0f08db2b	z	Hey, [name], I had an idea for a guest we should invite.	game/tutorial_day_scripts/tutorial_2_emails.rpy	51
example_email_expired_f6a14ffc	z	Oh... [they_re] not here.	game/tutorial_day_scripts/tutorial_2_emails.rpy	52
example_email_expired_617aea09	z	Hmm.	game/tutorial_day_scripts/tutorial_2_emails.rpy	53
example_email_expired_2f44c76b	z	Well, you can always buy back this chatroom and let me know if you want to invite them or not!	game/tutorial_day_scripts/tutorial_2_emails.rpy	54
